coords,alt,time
"(42.776284, -7.592103)",560.948,2017-05-10 06:06:07+00:00
"(42.777254, -7.591036)",553.461,2017-05-10 06:06:17+00:00
"(42.777764, -7.591066)",551.617,2017-05-10 06:06:21+00:00
"(42.778216, -7.591678)",545.908,2017-05-10 06:06:26+00:00
"(42.779226, -7.59367)",533.215,2017-05-10 06:06:40+00:00
"(42.780155, -7.594815)",526.233,2017-05-10 06:06:50+00:00
"(42.780665, -7.597049)",519.79,2017-05-10 06:07:04+00:00
"(42.781026, -7.598021)",519.23,2017-05-10 06:07:11+00:00
"(42.782301, -7.598747)",500.967,2017-05-10 06:07:23+00:00
"(42.784302, -7.599435)",483.456,2017-05-10 06:07:41+00:00
"(42.784656, -7.599842)",481.27,2017-05-10 06:07:45+00:00
"(42.784792, -7.600958)",474.317,2017-05-10 06:07:52+00:00
"(42.784644, -7.602529)",469.484,2017-05-10 06:08:02+00:00
"(42.78483, -7.603513)",460.607,2017-05-10 06:08:09+00:00
"(42.784833, -7.604623)",456.417,2017-05-10 06:08:16+00:00
"(42.784479, -7.606258)",442.508,2017-05-10 06:08:26+00:00
"(42.78387, -7.607756)",443.559,2017-05-10 06:08:36+00:00
"(42.783608, -7.609124)",438.827,2017-05-10 06:08:45+00:00
"(42.783842, -7.610954)",424.574,2017-05-10 06:08:58+00:00
"(42.783584, -7.613045)",412.714,2017-05-10 06:09:36+00:00
"(42.783805, -7.613809)",410.231,2017-05-10 06:09:42+00:00
"(42.784769, -7.614344)",402.07,2017-05-10 06:09:52+00:00
"(42.785473, -7.61436)",405.424,2017-05-10 06:09:59+00:00
"(42.786413, -7.614845)",399.391,2017-05-10 06:10:08+00:00
"(42.788842, -7.617092)",367.987,2017-05-10 06:10:31+00:00
"(42.78911, -7.617937)",364.142,2017-05-10 06:10:38+00:00
"(42.789317, -7.618108)",355.626,2017-05-10 06:10:41+00:00
"(42.789783, -7.617903)",352.108,2017-05-10 06:10:46+00:00
"(42.790152, -7.617318)",348.919,2017-05-10 06:10:55+00:00
"(42.79026, -7.617636)",347.367,2017-05-10 06:11:06+00:00
"(42.790089, -7.617441)",350.464,2017-05-10 06:11:25+00:00
"(42.790069, -7.617106)",347.394,2017-05-10 06:11:30+00:00
"(42.790305, -7.614502)",353.541,2017-05-10 06:12:42+00:00
"(42.790698, -7.613423)",363.05,2017-05-10 06:13:05+00:00
"(42.791155, -7.612875)",358.964,2017-05-10 06:13:18+00:00
"(42.791698, -7.612938)",355.511,2017-05-10 06:13:29+00:00
"(42.792468, -7.613884)",361.627,2017-05-10 06:13:48+00:00
"(42.792679, -7.613956)",361.268,2017-05-10 06:13:52+00:00
"(42.793929, -7.614016)",359.914,2017-05-10 06:14:16+00:00
"(42.79514, -7.613691)",362.808,2017-05-10 06:14:41+00:00
"(42.795179, -7.613785)",360.643,2017-05-10 06:14:51+00:00
"(42.79553, -7.613726)",363.251,2017-05-10 06:15:11+00:00
"(42.795983, -7.614311)",368.588,2017-05-10 06:15:29+00:00
"(42.796046, -7.615676)",372.158,2017-05-10 06:15:54+00:00
"(42.796189, -7.616116)",369.655,2017-05-10 06:16:04+00:00
"(42.797375, -7.617207)",372.494,2017-05-10 06:16:44+00:00
"(42.797443, -7.617814)",371.478,2017-05-10 06:17:17+00:00
"(42.797199, -7.619178)",377.865,2017-05-10 06:17:42+00:00
"(42.797508, -7.61973)",373.975,2017-05-10 06:17:52+00:00
"(42.797754, -7.61981)",372.228,2017-05-10 06:17:56+00:00
"(42.799048, -7.619602)",369.32,2017-05-10 06:18:13+00:00
"(42.799513, -7.619324)",364.708,2017-05-10 06:18:18+00:00
"(42.801474, -7.616231)",352.918,2017-05-10 06:18:47+00:00
"(42.802103, -7.615479)",343.876,2017-05-10 06:19:00+00:00
"(42.802083, -7.61561)",342.743,2017-05-10 06:19:51+00:00
"(42.802176, -7.615041)",348.883,2017-05-10 06:20:25+00:00
"(42.804886, -7.616728)",345.16,2017-05-10 06:22:08+00:00
"(42.805202, -7.616525)",350.029,2017-05-10 06:22:19+00:00
"(42.805161, -7.617631)",352.753,2017-05-10 06:22:42+00:00
"(42.805331, -7.618269)",351.16,2017-05-10 06:22:52+00:00
"(42.805735, -7.618934)",348.795,2017-05-10 06:23:06+00:00
"(42.805326, -7.619876)",342.649,2017-05-10 06:26:48+00:00
"(42.805437, -7.620527)",347.823,2017-05-10 06:27:00+00:00
"(42.805229, -7.621174)",354.508,2017-05-10 06:27:17+00:00
"(42.805198, -7.621934)",360.69,2017-05-10 06:28:06+00:00
"(42.80524, -7.621185)",354.228,2017-05-10 06:28:28+00:00
"(42.80547, -7.620416)",346.575,2017-05-10 06:28:39+00:00
"(42.805345, -7.619867)",342.495,2017-05-10 06:28:50+00:00
"(42.805817, -7.618894)",351.512,2017-05-10 06:29:13+00:00
"(42.806155, -7.619126)",353.491,2017-05-10 06:29:21+00:00
"(42.80633, -7.619577)",353.125,2017-05-10 06:29:29+00:00
"(42.806617, -7.622403)",365.292,2017-05-10 06:30:53+00:00
"(42.807946, -7.627438)",390.119,2017-05-10 06:34:00+00:00
"(42.808549, -7.628395)",391.809,2017-05-10 06:34:24+00:00
"(42.810237, -7.629753)",386.219,2017-05-10 06:34:45+00:00
"(42.810418, -7.630137)",380.608,2017-05-10 06:34:49+00:00
"(42.810213, -7.632047)",377.862,2017-05-10 06:35:09+00:00
"(42.809699, -7.633081)",391.45,2017-05-10 06:35:50+00:00
"(42.808096, -7.637373)",426.647,2017-05-10 06:38:52+00:00
"(42.807952, -7.638745)",439.697,2017-05-10 06:39:46+00:00
"(42.808231, -7.639811)",445.164,2017-05-10 06:40:29+00:00
"(42.809613, -7.642135)",454.563,2017-05-10 06:42:10+00:00
"(42.811604, -7.646027)",449.437,2017-05-10 06:43:02+00:00
"(42.812055, -7.658243)",482.034,2017-05-10 06:47:15+00:00
"(42.81287, -7.662953)",489.672,2017-05-10 06:49:53+00:00
"(42.814284, -7.665804)",510.913,2017-05-10 06:52:11+00:00
"(42.815721, -7.669191)",533.014,2017-05-10 06:54:26+00:00
"(42.821049, -7.678853)",546.708,2017-05-10 06:59:24+00:00
"(42.821347, -7.680052)",544.118,2017-05-10 06:59:48+00:00
"(42.822278, -7.686076)",535.086,2017-05-10 07:01:00+00:00
"(42.824702, -7.690585)",535.043,2017-05-10 07:02:18+00:00
"(42.826336, -7.695787)",551.843,2017-05-10 07:04:51+00:00
"(42.826331, -7.696102)",552.68,2017-05-10 07:05:31+00:00
"(42.829018, -7.700257)",580.019,2017-05-10 07:19:15+00:00
"(42.83065, -7.703455)",594.153,2017-05-10 07:21:20+00:00
"(42.834026, -7.706965)",620.91,2017-05-10 07:24:34+00:00
"(42.834672, -7.708029)",625.768,2017-05-10 07:25:10+00:00
"(42.834963, -7.709165)",632.642,2017-05-10 07:25:50+00:00
"(42.835322, -7.713813)",648.726,2017-05-10 07:28:21+00:00
"(42.835575, -7.722203)",678.408,2017-05-10 07:32:48+00:00
"(42.837222, -7.727544)",683.077,2017-05-10 07:35:14+00:00
"(42.838006, -7.72951)",691.275,2017-05-10 07:36:02+00:00
"(42.838719, -7.730464)",692.762,2017-05-10 07:36:27+00:00
"(42.841957, -7.7333)",690.112,2017-05-10 07:37:37+00:00
"(42.842406, -7.73427)",688.719,2017-05-10 07:38:20+00:00
"(42.841925, -7.735423)",684.718,2017-05-10 07:38:46+00:00
"(42.842513, -7.737426)",692.562,2017-05-10 07:40:18+00:00
"(42.842758, -7.740653)",702.549,2017-05-10 07:41:38+00:00
"(42.843215, -7.742239)",701.783,2017-05-10 07:42:12+00:00
"(42.843418, -7.745337)",705.325,2017-05-10 07:43:04+00:00
"(42.843672, -7.746418)",706.217,2017-05-10 07:43:29+00:00
"(42.844284, -7.747942)",705.808,2017-05-10 07:44:03+00:00
"(42.844218, -7.748591)",704.069,2017-05-10 07:44:16+00:00
"(42.844359, -7.749235)",703.067,2017-05-10 07:44:28+00:00
"(42.845402, -7.752606)",719.414,2017-05-10 07:46:27+00:00
"(42.84546, -7.754338)",726.194,2017-05-10 07:47:20+00:00
"(42.845821, -7.755729)",724.341,2017-05-10 07:47:46+00:00
"(42.84662, -7.756809)",721.96,2017-05-10 07:48:05+00:00
"(42.84784, -7.75786)",722.144,2017-05-10 07:48:31+00:00
"(42.849656, -7.760343)",718.311,2017-05-10 07:49:23+00:00
"(42.85084, -7.763848)",700.291,2017-05-10 07:49:56+00:00
"(42.851774, -7.767801)",675.281,2017-05-10 07:50:22+00:00
"(42.852472, -7.769804)",665.519,2017-05-10 07:50:35+00:00
"(42.852628, -7.77254)",651.308,2017-05-10 07:50:54+00:00
"(42.853909, -7.774208)",646.65,2017-05-10 07:51:14+00:00
"(42.8547, -7.775654)",641.798,2017-05-10 07:51:30+00:00
"(42.855435, -7.777486)",636.515,2017-05-10 07:51:49+00:00
"(42.856371, -7.777928)",629.095,2017-05-10 07:51:59+00:00
"(42.857672, -7.779063)",628.032,2017-05-10 07:52:22+00:00
"(42.858253, -7.779284)",627.411,2017-05-10 07:52:55+00:00
"(42.858913, -7.779809)",628.575,2017-05-10 07:53:19+00:00
"(42.860026, -7.781422)",623.992,2017-05-10 07:54:00+00:00
"(42.860303, -7.781444)",622.823,2017-05-10 07:54:11+00:00
"(42.861585, -7.782684)",613.283,2017-05-10 07:54:44+00:00
"(42.86236, -7.782558)",607.611,2017-05-10 07:54:58+00:00
"(42.862247, -7.783476)",601.408,2017-05-10 07:55:08+00:00
"(42.862744, -7.784926)",608.573,2017-05-10 07:55:59+00:00
"(42.863586, -7.78536)",615.851,2017-05-10 07:56:48+00:00
"(42.864365, -7.786322)",624.268,2017-05-10 07:57:44+00:00
"(42.865365, -7.787194)",632.968,2017-05-10 07:58:45+00:00
"(42.86557, -7.787574)",632.785,2017-05-10 07:59:04+00:00
"(42.865655, -7.788395)",632.164,2017-05-10 08:10:30+00:00
"(42.865637, -7.790494)",625.018,2017-05-10 08:11:05+00:00
"(42.86603, -7.791689)",629.395,2017-05-10 08:11:23+00:00
"(42.86616, -7.793292)",631.178,2017-05-10 08:11:57+00:00
"(42.866697, -7.794573)",636.633,2017-05-10 08:12:36+00:00
"(42.868627, -7.79805)",648.026,2017-05-10 08:14:25+00:00
"(42.871056, -7.801101)",634.908,2017-05-10 08:15:15+00:00
"(42.872097, -7.803699)",609.658,2017-05-10 08:15:37+00:00
"(42.87372, -7.80561)",589.676,2017-05-10 08:16:01+00:00
"(42.873791, -7.806237)",584.253,2017-05-10 08:16:06+00:00
"(42.873507, -7.807476)",580.543,2017-05-10 08:16:20+00:00
"(42.873733, -7.808334)",580.05,2017-05-10 08:16:33+00:00
"(42.873647, -7.809111)",582.829,2017-05-10 08:16:51+00:00
"(42.873189, -7.810347)",586.093,2017-05-10 08:17:27+00:00
"(42.872393, -7.81179)",587.56,2017-05-10 08:18:01+00:00
"(42.872197, -7.813725)",594.469,2017-05-10 08:18:45+00:00
"(42.872235, -7.814216)",599.304,2017-05-10 08:18:59+00:00
"(42.872528, -7.81451)",601.424,2017-05-10 08:19:11+00:00
"(42.872725, -7.815149)",604.208,2017-05-10 08:19:42+00:00
"(42.873175, -7.815716)",610.217,2017-05-10 08:20:21+00:00
"(42.873346, -7.816482)",613.015,2017-05-10 08:20:56+00:00
"(42.873304, -7.81698)",613.222,2017-05-10 08:21:23+00:00
"(42.87411, -7.817843)",619.692,2017-05-10 08:22:18+00:00
"(42.874139, -7.818142)",621.469,2017-05-10 08:22:29+00:00
"(42.873612, -7.820364)",627.098,2017-05-10 08:23:34+00:00
"(42.873153, -7.82152)",629.422,2017-05-10 08:24:09+00:00
"(42.872964, -7.822792)",635.769,2017-05-10 08:24:45+00:00
"(42.872947, -7.824549)",631.469,2017-05-10 08:25:16+00:00
"(42.873356, -7.826269)",624.004,2017-05-10 08:25:34+00:00
"(42.873978, -7.827243)",620.924,2017-05-10 08:25:46+00:00
"(42.874697, -7.828823)",616.108,2017-05-10 08:26:01+00:00
"(42.875195, -7.829448)",615.037,2017-05-10 08:26:10+00:00
"(42.875397, -7.830096)",613.275,2017-05-10 08:26:17+00:00
"(42.875929, -7.8331)",620.792,2017-05-10 08:27:00+00:00
"(42.875924, -7.836048)",620.442,2017-05-10 08:27:54+00:00
"(42.876082, -7.836703)",621.229,2017-05-10 08:28:09+00:00
"(42.874616, -7.843328)",639.448,2017-05-10 08:30:47+00:00
"(42.874305, -7.848302)",636.942,2017-05-10 08:32:18+00:00
"(42.874395, -7.849122)",634.339,2017-05-10 08:32:30+00:00
"(42.874911, -7.850941)",627.364,2017-05-10 08:32:56+00:00
"(42.874765, -7.851718)",627.206,2017-05-10 08:33:13+00:00
"(42.874307, -7.852835)",628.516,2017-05-10 08:33:44+00:00
"(42.874058, -7.854813)",620.908,2017-05-10 08:34:37+00:00
"(42.873665, -7.859561)",600.557,2017-05-10 08:36:14+00:00
"(42.874076, -7.859665)",602.865,2017-05-10 08:37:04+00:00
"(42.873734, -7.859555)",601.192,2017-05-10 08:37:20+00:00
"(42.873671, -7.859646)",600.062,2017-05-10 08:37:24+00:00
"(42.873582, -7.861308)",601.749,2017-05-10 08:37:54+00:00
"(42.87332, -7.862491)",601.018,2017-05-10 08:38:18+00:00
"(42.873392, -7.86381)",596.392,2017-05-10 08:38:37+00:00
"(42.872844, -7.865184)",581.889,2017-05-10 08:38:55+00:00
"(42.872734, -7.86629)",571.757,2017-05-10 08:39:11+00:00
"(42.87289, -7.866736)",570.3,2017-05-10 08:39:19+00:00
"(42.87252, -7.868062)",562.12,2017-09-11 22:04:21+00:00
"(42.873197, -7.868507)",561.008,2017-05-11 05:14:31+00:00
"(42.873358, -7.868939)",557.066,2017-05-11 05:14:40+00:00
"(42.873343, -7.870268)",545.114,2017-05-11 05:15:07+00:00
"(42.873577, -7.870549)",543.961,2017-05-11 05:15:17+00:00
"(42.873405, -7.872399)",536.161,2017-05-11 05:15:47+00:00
"(42.873479, -7.872707)",533.588,2017-05-11 05:15:54+00:00
"(42.874238, -7.87312)",535.667,2017-05-11 05:16:30+00:00
"(42.874435, -7.874842)",529.681,2017-05-11 05:17:01+00:00
"(42.874301, -7.874805)",529.778,2017-05-11 05:17:08+00:00
"(42.873707, -7.875783)",525.356,2017-05-11 05:17:28+00:00
"(42.873405, -7.87585)",523.559,2017-05-11 05:17:36+00:00
"(42.872627, -7.879844)",513.414,2017-05-11 05:18:25+00:00
"(42.872521, -7.881297)",506.708,2017-05-11 05:18:39+00:00
"(42.872667, -7.882068)",509.376,2017-05-11 05:18:49+00:00
"(42.871693, -7.883052)",508.254,2017-05-11 05:19:18+00:00
"(42.871569, -7.884246)",516.821,2017-05-11 05:21:24+00:00
"(42.871313, -7.884838)",524.351,2017-05-11 05:21:59+00:00
"(42.871657, -7.889378)",539.548,2017-05-11 05:24:34+00:00
"(42.871864, -7.88993)",543.697,2017-05-11 05:24:54+00:00
"(42.871696, -7.890035)",543.151,2017-05-11 05:25:00+00:00
"(42.870886, -7.889515)",534.278,2017-05-11 05:25:54+00:00
"(42.870319, -7.889513)",529.799,2017-05-11 05:26:09+00:00
"(42.870378, -7.890846)",531.707,2017-05-11 05:26:37+00:00
"(42.870863, -7.891782)",528.727,2017-05-11 05:26:54+00:00
"(42.872408, -7.89255)",520.108,2017-05-11 05:27:15+00:00
"(42.874089, -7.894788)",514.78,2017-05-11 05:27:40+00:00
"(42.87453, -7.895194)",515.638,2017-05-11 05:27:50+00:00
"(42.874906, -7.895301)",516.655,2017-05-11 05:27:59+00:00
"(42.874848, -7.895778)",515.975,2017-05-11 05:28:10+00:00
"(42.874392, -7.895989)",512.562,2017-05-11 05:28:28+00:00
"(42.874601, -7.895309)",515.561,2017-05-11 05:28:42+00:00
"(42.874855, -7.895263)",516.565,2017-05-11 05:28:47+00:00
"(42.875951, -7.897575)",505.332,2017-05-11 05:29:17+00:00
"(42.876169, -7.898711)",501.764,2017-05-11 05:29:29+00:00
"(42.876682, -7.89932)",494.806,2017-05-11 05:29:36+00:00
"(42.877737, -7.900097)",484.216,2017-05-11 05:29:49+00:00
"(42.878723, -7.902594)",482.708,2017-05-11 05:30:13+00:00
"(42.882006, -7.906852)",460.717,2017-05-11 05:31:08+00:00
"(42.882335, -7.907176)",458.345,2017-05-11 05:31:13+00:00
"(42.883155, -7.907597)",454.432,2017-05-11 05:31:24+00:00
"(42.883667, -7.908105)",451.592,2017-05-11 05:31:32+00:00
"(42.884806, -7.908541)",445.719,2017-05-11 05:31:47+00:00
"(42.885342, -7.909041)",441.338,2017-05-11 05:31:56+00:00
"(42.886175, -7.911029)",432.762,2017-05-11 05:32:23+00:00
"(42.886381, -7.912027)",425.639,2017-05-11 05:32:33+00:00
"(42.886368, -7.912895)",425.074,2017-05-11 05:32:42+00:00
"(42.885978, -7.915122)",424.956,2017-05-11 05:33:22+00:00
"(42.88656, -7.918667)",440.221,2017-05-11 05:35:02+00:00
"(42.889103, -7.923842)",462.908,2017-05-11 05:37:29+00:00
"(42.889654, -7.925744)",476.738,2017-05-11 05:38:25+00:00
"(42.890603, -7.927839)",485.386,2017-05-11 05:39:31+00:00
"(42.890626, -7.928541)",483.683,2017-05-11 05:39:49+00:00
"(42.889886, -7.932685)",494.483,2017-05-11 05:41:27+00:00
"(42.889803, -7.933851)",494.06,2017-05-11 05:41:47+00:00
"(42.889872, -7.936037)",490.119,2017-05-11 05:42:13+00:00
"(42.890424, -7.938894)",478.183,2017-05-11 05:42:38+00:00
"(42.890424, -7.940268)",472.17,2017-05-11 05:42:49+00:00
"(42.890109, -7.941308)",472.237,2017-05-11 05:42:58+00:00
"(42.889062, -7.943449)",467.149,2017-05-11 05:43:28+00:00
"(42.889214, -7.942982)",465.113,2017-05-11 05:43:41+00:00
"(42.888691, -7.941337)",456.908,2017-05-11 05:44:20+00:00
"(42.889257, -7.943103)",466.314,2017-05-11 05:45:18+00:00
"(42.888663, -7.944456)",468.672,2017-05-11 05:45:44+00:00
"(42.887599, -7.948006)",451.979,2017-05-11 05:46:18+00:00
"(42.885243, -7.953045)",468.889,2017-05-11 05:48:15+00:00
"(42.884786, -7.957493)",477.236,2017-05-11 05:50:03+00:00
"(42.884782, -7.958605)",476.275,2017-05-11 05:50:24+00:00
"(42.885038, -7.959768)",482.519,2017-05-11 05:50:47+00:00
"(42.886593, -7.963457)",455.416,2017-05-11 05:51:39+00:00
"(42.886686, -7.964098)",451.235,2017-05-11 05:52:07+00:00
"(42.887215, -7.964971)",449.186,2017-05-11 05:53:04+00:00
"(42.887367, -7.965017)",448.914,2017-05-11 05:54:48+00:00
"(42.888281, -7.966329)",444.408,2017-05-11 05:56:19+00:00
"(42.889705, -7.96719)",438.194,2017-05-11 05:58:34+00:00
"(42.890157, -7.968933)",440.212,2017-05-11 05:59:28+00:00
"(42.892484, -7.971616)",453.689,2017-05-11 06:01:35+00:00
"(42.893634, -7.97332)",459.989,2017-05-11 06:02:41+00:00
"(42.893886, -7.973391)",459.026,2017-05-11 06:02:50+00:00
"(42.894259, -7.974313)",460.365,2017-05-11 06:03:11+00:00
"(42.893702, -7.975571)",460.089,2017-05-11 06:04:08+00:00
"(42.893621, -7.976194)",457.796,2017-05-11 06:04:19+00:00
"(42.897626, -7.980704)",446.998,2017-05-11 06:06:34+00:00
"(42.899554, -7.984555)",447.815,2017-05-11 06:08:34+00:00
"(42.900246, -7.985844)",452.726,2017-05-11 06:09:11+00:00
"(42.900648, -7.986276)",452.708,2017-05-11 06:09:28+00:00
"(42.902584, -7.989989)",443.07,2017-05-11 06:10:42+00:00
"(42.902804, -7.990796)",442.288,2017-05-11 06:10:55+00:00
"(42.902759, -7.991268)",439.455,2017-05-11 06:11:05+00:00
"(42.903037, -7.99193)",440.035,2017-05-11 06:11:20+00:00
"(42.903831, -7.993123)",443.532,2017-05-11 06:11:55+00:00
"(42.9042, -7.994678)",450.041,2017-05-11 06:12:49+00:00
"(42.905554, -7.996059)",446.615,2017-05-11 06:14:19+00:00
"(42.906406, -7.996544)",443.982,2017-05-11 06:14:51+00:00
"(42.90706, -7.996706)",434.555,2017-05-11 06:15:06+00:00
"(42.907628, -7.997094)",429.507,2017-05-11 06:15:22+00:00
"(42.908165, -7.997854)",415.617,2017-05-11 06:16:11+00:00
"(42.908173, -7.998749)",412.508,2017-05-11 06:17:16+00:00
"(42.908183, -7.998639)",412.346,2017-05-11 06:17:34+00:00
"(42.908233, -7.998772)",411.034,2017-05-11 06:17:47+00:00
"(42.908763, -7.998759)",407.251,2017-05-11 06:18:55+00:00
"(42.908937, -7.999426)",409.211,2017-05-11 06:20:24+00:00
"(42.90889, -7.999306)",409.068,2017-05-11 06:22:14+00:00
"(42.909061, -7.999218)",409.657,2017-05-11 06:24:08+00:00
"(42.909257, -8.000185)",407.341,2017-05-11 06:24:33+00:00
"(42.909265, -8.001455)",410.178,2017-05-11 06:25:29+00:00
"(42.909045, -8.002001)",409.699,2017-05-11 06:26:04+00:00
"(42.909116, -8.002349)",409.407,2017-05-11 06:26:11+00:00
"(42.910055, -8.003663)",418.827,2017-05-11 06:27:01+00:00
"(42.910454, -8.004501)",421.008,2017-05-11 06:27:33+00:00
"(42.911902, -8.008223)",437.41,2017-05-11 06:29:42+00:00
"(42.912076, -8.009483)",442.038,2017-05-11 06:30:23+00:00
"(42.912452, -8.010408)",444.235,2017-05-11 06:30:55+00:00
"(42.912834, -8.011047)",448.295,2017-05-11 06:31:19+00:00
"(42.913379, -8.011517)",451.742,2017-05-11 06:31:48+00:00
"(42.913908, -8.014951)",456.961,2017-05-11 06:33:15+00:00
"(42.912846, -8.01852)",448.055,2017-05-11 06:35:04+00:00
"(42.913893, -8.01463)",456.082,2017-05-11 06:36:36+00:00
"(42.914322, -8.014861)",457.842,2017-05-11 06:36:50+00:00
"(42.914464, -8.015203)",457.922,2017-05-11 06:37:01+00:00
"(42.914372, -8.015941)",458.914,2017-05-11 06:37:55+00:00
"(42.914191, -8.016164)",457.908,2017-05-11 06:39:51+00:00
"(42.91364, -8.019584)",458.875,2017-05-11 06:41:41+00:00
"(42.91242, -8.022453)",430.693,2017-05-11 06:42:56+00:00
"(42.911055, -8.024486)",426.73,2017-05-11 06:43:29+00:00
"(42.911307, -8.025315)",422.96,2017-05-11 06:43:56+00:00
"(42.911399, -8.025095)",423.677,2017-05-11 06:46:35+00:00
"(42.911366, -8.025334)",422.876,2017-05-11 06:46:56+00:00
"(42.911369, -8.025139)",423.52,2017-05-11 06:47:08+00:00
"(42.911425, -8.025359)",422.637,2017-05-11 06:48:00+00:00
"(42.91159, -8.025167)",422.768,2017-05-11 06:49:37+00:00
"(42.911429, -8.02525)",423.042,2017-05-11 06:51:05+00:00
"(42.911619, -8.025285)",422.226,2017-05-11 06:51:25+00:00
"(42.911358, -8.025318)",422.908,2017-05-11 06:52:22+00:00
"(42.911644, -8.025288)",422.147,2017-05-11 06:55:16+00:00
"(42.911552, -8.025386)",422.385,2017-05-11 06:55:56+00:00
"(42.911397, -8.02532)",422.892,2017-05-11 06:56:41+00:00
"(42.911402, -8.025131)",423.582,2017-05-11 06:56:59+00:00
"(42.911315, -8.025222)",423.289,2017-05-11 06:57:05+00:00
"(42.911894, -8.027266)",416.048,2017-05-11 06:57:44+00:00
"(42.912134, -8.03049)",418.812,2017-05-11 06:58:53+00:00
"(42.911973, -8.031686)",414.369,2017-05-11 06:59:12+00:00
"(42.911999, -8.033636)",423.832,2017-05-11 07:00:03+00:00
"(42.912465, -8.035793)",426.792,2017-05-11 07:00:59+00:00
"(42.912566, -8.036907)",423.311,2017-05-11 07:01:18+00:00
"(42.913354, -8.039125)",432.408,2017-05-11 07:03:32+00:00
"(42.914748, -8.040571)",422.824,2017-05-11 07:04:18+00:00
"(42.915137, -8.041512)",421.772,2017-05-11 07:04:50+00:00
"(42.915417, -8.041774)",421.619,2017-05-11 07:06:00+00:00
"(42.915341, -8.041839)",422.349,2017-05-11 07:06:30+00:00
"(42.916088, -8.042481)",427.726,2017-05-11 07:07:49+00:00
"(42.916324, -8.044271)",446.825,2017-05-11 07:09:10+00:00
"(42.916001, -8.046327)",449.739,2017-05-11 07:10:47+00:00
"(42.91668, -8.047815)",451.396,2017-05-11 07:11:34+00:00
"(42.916519, -8.048824)",452.668,2017-05-11 07:12:06+00:00
"(42.916962, -8.04917)",453.142,2017-05-11 07:12:28+00:00
"(42.917454, -8.049906)",455.826,2017-05-11 07:12:55+00:00
"(42.917605, -8.050666)",459.208,2017-05-11 07:13:19+00:00
"(42.917408, -8.049932)",455.627,2017-05-11 07:13:43+00:00
"(42.917572, -8.05164)",463.535,2017-05-11 07:14:34+00:00
"(42.917013, -8.051992)",463.042,2017-05-11 07:14:51+00:00
"(42.916103, -8.054283)",466.232,2017-05-11 07:15:43+00:00
"(42.915726, -8.055457)",462.039,2017-05-11 07:16:05+00:00
"(42.915358, -8.0576)",457.058,2017-05-11 07:16:52+00:00
"(42.915387, -8.059943)",466.822,2017-05-11 07:18:18+00:00
"(42.916099, -8.061888)",452.669,2017-05-11 07:18:57+00:00
"(42.91642, -8.063376)",439.526,2017-05-11 07:19:25+00:00
"(42.916587, -8.06379)",434.647,2017-05-11 07:19:37+00:00
"(42.916921, -8.06409)",428.511,2017-05-11 07:19:50+00:00
"(42.915743, -8.069858)",424.008,2017-05-11 07:21:53+00:00
"(42.915743, -8.071615)",422.923,2017-05-11 07:22:46+00:00
"(42.915937, -8.072303)",420.781,2017-05-11 07:22:58+00:00
"(42.9155, -8.073534)",416.368,2017-05-11 07:23:19+00:00
"(42.915961, -8.074543)",409.838,2017-05-11 07:23:38+00:00
"(42.91616, -8.076926)",399.925,2017-05-11 07:24:11+00:00
"(42.916045, -8.078876)",393.694,2017-05-11 07:24:47+00:00
"(42.916182, -8.078455)",395.758,2017-05-11 07:25:00+00:00
"(42.916457, -8.078274)",396.245,2017-05-11 07:25:13+00:00
"(42.91683, -8.079002)",392.655,2017-05-11 07:25:31+00:00
"(42.91755, -8.079085)",389.807,2017-05-11 07:25:51+00:00
"(42.917752, -8.079267)",385.317,2017-05-11 07:25:56+00:00
"(42.918065, -8.080096)",378.508,2017-05-11 07:26:11+00:00
"(42.918311, -8.081629)",371.926,2017-05-11 07:26:56+00:00
"(42.918446, -8.081715)",368.394,2017-05-11 07:27:05+00:00
"(42.918315, -8.082178)",364.951,2017-05-11 07:27:15+00:00
"(42.918458, -8.083123)",358.641,2017-05-11 07:27:32+00:00
"(42.918043, -8.084005)",354.838,2017-05-11 07:28:10+00:00
"(42.918001, -8.084469)",353.797,2017-05-11 07:28:28+00:00
"(42.9187, -8.087486)",340.771,2017-05-11 07:29:32+00:00
"(42.918487, -8.088991)",346.888,2017-05-11 07:30:30+00:00
"(42.9186, -8.089156)",349.834,2017-05-11 07:30:56+00:00
"(42.91886, -8.088863)",353.355,2017-05-11 07:31:32+00:00
"(42.919032, -8.088955)",357.11,2017-05-11 07:31:51+00:00
"(42.919399, -8.089963)",371.408,2017-05-11 07:33:02+00:00
"(42.919529, -8.090955)",379.764,2017-05-11 07:34:02+00:00
"(42.920417, -8.092369)",396.822,2017-05-11 07:35:52+00:00
"(42.920328, -8.093119)",400.989,2017-05-11 07:36:31+00:00
"(42.919775, -8.093944)",394.139,2017-05-11 07:37:37+00:00
"(42.920237, -8.093369)",400.596,2017-05-11 07:39:30+00:00
"(42.92038, -8.092499)",398.515,2017-05-11 07:40:15+00:00
"(42.920517, -8.092482)",396.469,2017-05-11 07:40:22+00:00
"(42.922409, -8.093378)",403.876,2017-05-11 07:41:38+00:00
"(42.923861, -8.094627)",407.741,2017-05-11 07:42:21+00:00
"(42.924291, -8.095396)",409.481,2017-05-11 07:42:41+00:00
"(42.924775, -8.097219)",414.409,2017-05-11 07:43:23+00:00
